gene	chro	start	end	strand	gene_type	gene_id
SWI5	chr9	128275379	128316123	+	protein_coding	ENSG00000175854
ENSG00000307771	chr9	128299877	128287853	-	lncRNA	ENSG00000307771
TRUB2	chr9	128322447	128305159	-	protein_coding	ENSG00000167112
ENSG00000272696	chr9	128316337	128316909	+	lncRNA	ENSG00000272696
COQ4	chr9	128322544	128334072	+	protein_coding	ENSG00000167113
SLC27A4	chr9	128340527	128361470	+	protein_coding	ENSG00000167114
TMSB4XP4	chr9	128342153	128342770	+	processed_pseudogene	ENSG00000223551
URM1	chr9	128371361	128392016	+	protein_coding	ENSG00000167118
MIR219A2HG	chr9	128393510	128392007	-	lncRNA	ENSG00000207955
MIR219A2	chr9	128392714	128392618	-	miRNA	ENSG00000284185
MIR219B	chr9	128392621	128392708	+	miRNA	ENSG00000283335
ENSG00000302509	chr9	128404798	128410180	+	lncRNA	ENSG00000302509
CERCAM	chr9	128411751	128437351	+	protein_coding	ENSG00000167123
ENSG00000273186	chr9	128431598	128432006	+	lncRNA	ENSG00000273186
ENSG00000228510	chr9	128444587	128446628	+	processed_pseudogene	ENSG00000228510
ODF2	chr9	128455186	128501292	+	protein_coding	ENSG00000136811
ODF2-AS1	chr9	128473115	128468925	-	lncRNA	ENSG00000225951
GLE1	chr9	128504655	128543874	+	protein_coding	ENSG00000119392
ENSG00000228395	chr9	128552494	128528603	-	lncRNA	ENSG00000228395
RNU7-171P	chr9	128543916	128543977	+	snRNA	ENSG00000238406
SPTAN1	chr9	128552558	128633662	+	protein_coding	ENSG00000197694
ENSG00000302521	chr9	128565690	128559399	-	lncRNA	ENSG00000302521
ENSG00000280474	chr9	128595893	128596633	+	lncRNA	ENSG00000280474
ENSG00000297241	chr9	128607698	128604939	-	lncRNA	ENSG00000297241
ENSG00000280758	chr9	128631685	128630328	-	lncRNA	ENSG00000280758
DYNC2I2	chr9	128656847	128633653	-	protein_coding	ENSG00000119333
VTI1BP4	chr9	128650998	128652145	+	processed_pseudogene	ENSG00000227759
HMGA1P4	chr9	128684991	128663120	-	lncRNA	ENSG00000234705
SET	chr9	128683424	128696400	+	protein_coding	ENSG00000119335
ENSG00000305868	chr9	128703445	128691789	-	lncRNA	ENSG00000305868
PKN3	chr9	128702503	128720916	+	protein_coding	ENSG00000160447
RN7SL560P	chr9	128709780	128710043	+	misc_RNA	ENSG00000264438
ZDHHC12	chr9	128724127	128720870	-	protein_coding	ENSG00000160446
ZDHHC12-DT	chr9	128724233	128733313	+	lncRNA	ENSG00000223478
ZER1	chr9	128772414	128729786	-	protein_coding	ENSG00000160445
Metazoa_SRP	chr9	128746138	128745857	-	misc_RNA	ENSG00000203286
ENSG00000306759	chr9	128771282	128781872	+	lncRNA	ENSG00000306759
TBC1D13	chr9	128787253	128810430	+	protein_coding	ENSG00000107021
ENDOG	chr9	128818500	128822676	+	protein_coding	ENSG00000167136
SPOUT1	chr9	128829794	128819651	-	protein_coding	ENSG00000198917
KYAT1	chr9	128881931	128819663	-	protein_coding	ENSG00000286112
KYAT1	chr9	128882494	128832942	-	protein_coding	ENSG00000171097
ENSG00000301746	chr9	128861377	128880323	+	lncRNA	ENSG00000301746
LRRC8A	chr9	128882133	128918039	+	protein_coding	ENSG00000136802
ENSG00000310259	chr9	128921997	128917298	-	lncRNA	ENSG00000310259
PHYHD1	chr9	128920966	128942041	+	protein_coding	ENSG00000175287
ENSG00000251184	chr9	128941478	128957021	+	protein_coding	ENSG00000251184
DOLK	chr9	128947603	128945530	-	protein_coding	ENSG00000175283
NUP188	chr9	128947699	129007096	+	protein_coding	ENSG00000095319
ENSG00000267834	chr9	129004998	129004502	-	lncRNA	ENSG00000267834
SH3GLB2	chr9	129028331	129007036	-	protein_coding	ENSG00000148341
MIGA2	chr9	129036621	129072082	+	protein_coding	ENSG00000148343
ENSG00000287234	chr9	129080765	129080355	-	lncRNA	ENSG00000287234
DOLPP1	chr9	129081111	129090438	+	protein_coding	ENSG00000167130
CRAT	chr9	129111189	129094142	-	protein_coding	ENSG00000095321
ENSG00000234055	chr9	129097854	129100266	+	lncRNA	ENSG00000234055
PTPA	chr9	129110950	129148946	+	protein_coding	ENSG00000119383
ENSG00000235007	chr9	129139413	129260575	+	protein_coding	ENSG00000235007
ENSG00000268707	chr9	129170434	129170940	+	lncRNA	ENSG00000268707
IER5L	chr9	129178261	129175552	-	protein_coding	ENSG00000188483
IER5L-AS1	chr9	129175807	129261581	+	lncRNA	ENSG00000204055
ENSG00000303814	chr9	129282377	129271528	-	lncRNA	ENSG00000303814
LINC02975	chr9	129282426	129347468	+	lncRNA	ENSG00000224307
ENSG00000303848	chr9	129321763	129320877	-	lncRNA	ENSG00000303848
LINC01503	chr9	129320968	129359549	+	lncRNA	ENSG00000233901
ENSG00000303832	chr9	129335217	129331729	-	lncRNA	ENSG00000303832
ENSG00000296315	chr9	129362412	129368862	+	lncRNA	ENSG00000296315
RN7SL159P	chr9	129370461	129370170	-	misc_RNA	ENSG00000242281
ENSG00000295136	chr9	129381835	129378169	-	lncRNA	ENSG00000295136
ENSG00000236146	chr9	129380470	129380136	-	processed_pseudogene	ENSG00000236146
ENSG00000307513	chr9	129383194	129383487	+	lncRNA	ENSG00000307513
ENSG00000306179	chr9	129406637	129409928	+	lncRNA	ENSG00000306179
ENSG00000294913	chr9	129413834	129413465	-	lncRNA	ENSG00000294913
ENSG00000294888	chr9	129413522	129415922	+	lncRNA	ENSG00000294888
ENSG00000302699	chr9	129421563	129431630	+	lncRNA	ENSG00000302699
ENSG00000302716	chr9	129432755	129430082	-	lncRNA	ENSG00000302716
ENSG00000230676	chr9	129462445	129430652	-	lncRNA	ENSG00000230676
ENSG00000297491	chr9	129438541	129437338	-	lncRNA	ENSG00000297491
ENSG00000226355	chr9	129438216	129447545	+	lncRNA	ENSG00000226355
ENSG00000300826	chr9	129460587	129461344	+	lncRNA	ENSG00000300826
ENSG00000309757	chr9	129495729	129476831	-	lncRNA	ENSG00000309757
LINC00963	chr9	129476946	129513769	+	lncRNA	ENSG00000204054
ENSG00000261334	chr9	129482538	129480605	-	lncRNA	ENSG00000261334
ENSG00000286078	chr9	129506433	129503461	-	lncRNA	ENSG00000286078
ENSG00000304586	chr9	129568733	129560557	-	lncRNA	ENSG00000304586
ENSG00000227619	chr9	129575117	129584557	+	lncRNA	ENSG00000227619
ENSG00000309427	chr9	129607791	129607306	-	lncRNA	ENSG00000309427
NTMT1	chr9	129608884	129636135	+	protein_coding	ENSG00000148335
C9orf50	chr9	129621101	129612225	-	protein_coding	ENSG00000179058
ENSG00000309409	chr9	129625219	129624622	-	lncRNA	ENSG00000309409
ASB6	chr9	129642169	129634604	-	protein_coding	ENSG00000148331
ENSG00000234789	chr9	129640451	129641527	+	lncRNA	ENSG00000234789
PRRX2	chr9	129665647	129722674	+	protein_coding	ENSG00000167157
PRRX2-AS1	chr9	129718747	129712891	-	lncRNA	ENSG00000236024
PTGES	chr9	129753042	129738331	-	protein_coding	ENSG00000148344
ENSG00000295529	chr9	129777599	129761106	-	lncRNA	ENSG00000295529
UBE2V1P4	chr9	129791196	129791837	+	processed_pseudogene	ENSG00000233909
TOR1B	chr9	129803157	129811281	+	protein_coding	ENSG00000136816
ENSG00000298227	chr9	129812801	129806934	-	lncRNA	ENSG00000298227
TOR1A	chr9	129824244	129812942	-	protein_coding	ENSG00000136827
C9orf78	chr9	129835863	129827290	-	protein_coding	ENSG00000136819
USP20	chr9	129834698	129881828	+	protein_coding	ENSG00000136878
MIR6855	chr9	129869605	129869671	+	miRNA	ENSG00000276124
ENSG00000224988	chr9	129884170	129883693	-	processed_pseudogene	ENSG00000224988
ENSG00000288956	chr9	129886015	129884322	-	lncRNA	ENSG00000288956
FNBP1	chr9	130043189	129887187	-	protein_coding	ENSG00000187239
ENSG00000288924	chr9	129893638	129891881	-	lncRNA	ENSG00000288924
ENSG00000230684	chr9	129933536	129936541	+	lncRNA	ENSG00000230684
ENSG00000270755	chr9	130044713	130045081	+	lncRNA	ENSG00000270755
ENSG00000289226	chr9	130053907	130053348	-	lncRNA	ENSG00000289226
GPR107	chr9	130053426	130140169	+	protein_coding	ENSG00000148358
Y_RNA	chr9	130120806	130120912	+	misc_RNA	ENSG00000223188
GPRACR	chr9	130144219	130140610	-	lncRNA	ENSG00000196979
NCS1	chr9	130172404	130237303	+	protein_coding	ENSG00000107130
ENSG00000300266	chr9	130266782	130259222	-	lncRNA	ENSG00000300266
HMCN2	chr9	130265760	130434123	+	protein_coding	ENSG00000148357
RN7SL665P	chr9	130400266	130400565	+	misc_RNA	ENSG00000264169
ASS1	chr9	130444961	130501274	+	protein_coding	ENSG00000130707
ENSG00000306168	chr9	130532374	130536195	+	lncRNA	ENSG00000306168
ENSG00000306184	chr9	130536147	130535287	-	lncRNA	ENSG00000306184
ENSG00000289933	chr9	130536777	130538126	+	lncRNA	ENSG00000289933
ENSG00000307227	chr9	130565439	130575997	+	lncRNA	ENSG00000307227
FUBP3	chr9	130578965	130638352	+	protein_coding	ENSG00000107164
MIR6856	chr9	130626297	130626363	+	miRNA	ENSG00000277713
ENSG00000232172	chr9	130651799	130652383	+	processed_pseudogene	ENSG00000232172
PRDM12	chr9	130664594	130682986	+	protein_coding	ENSG00000130711
EXOSC2	chr9	130693721	130707288	+	protein_coding	ENSG00000130713
ENSG00000306514	chr9	130713306	130694607	-	lncRNA	ENSG00000306514
ABL1	chr9	130713043	130887675	+	protein_coding	ENSG00000097007
ENSG00000288570	chr9	130713626	130713724	+	protein_coding	ENSG00000288570
ENSG00000224797	chr9	130725050	130724786	-	processed_pseudogene	ENSG00000224797
ENSG00000309617	chr9	130817456	130778396	-	lncRNA	ENSG00000309617
ENSG00000306257	chr9	130892180	130890679	-	lncRNA	ENSG00000306257
QRFP	chr9	130896812	130892707	-	protein_coding	ENSG00000188710
FIBCD1	chr9	130939286	130902438	-	protein_coding	ENSG00000130720
FIBCD1-AS1	chr9	130933804	130945527	+	lncRNA	ENSG00000236658
LAMC3	chr9	131009174	131094473	+	protein_coding	ENSG00000050555
ENSG00000302556	chr9	131012451	131011645	-	lncRNA	ENSG00000302556
ENSG00000252582	chr9	131021306	131021168	-	snoRNA	ENSG00000252582
AIF1L	chr9	131096476	131123152	+	protein_coding	ENSG00000126878
NUP214	chr9	131125573	131234663	+	protein_coding	ENSG00000126883
RNU6-881P	chr9	131126990	131127091	+	snRNA	ENSG00000252622
ENSG00000236986	chr9	131167505	131132852	-	lncRNA	ENSG00000236986
ENSG00000246851	chr9	131194205	131189910	-	lncRNA	ENSG00000246851
ENSG00000288727	chr9	131234261	131233626	-	lncRNA	ENSG00000288727
ENSG00000226987	chr9	131240687	131241724	+	processed_pseudogene	ENSG00000226987
ENSG00000309344	chr9	131256455	131259125	+	lncRNA	ENSG00000309344
FAM78A	chr9	131277365	131258076	-	protein_coding	ENSG00000126882
ENSG00000294653	chr9	131281356	131281967	+	lncRNA	ENSG00000294653
ENSG00000286547	chr9	131283421	131292990	+	lncRNA	ENSG00000286547
PLPP7	chr9	131289459	131359022	+	protein_coding	ENSG00000160539
ENSG00000300582	chr9	131350562	131346585	-	lncRNA	ENSG00000300582
ENSG00000285287	chr9	131370933	131372514	+	unprocessed_pseudogene	ENSG00000285287
ENSG00000289000	chr9	131373468	131372152	-	lncRNA	ENSG00000289000
PRRC2B	chr9	131373636	131500197	+	protein_coding	ENSG00000288701
ENSG00000291303	chr9	131430129	131430218	+	protein_coding	ENSG00000291303
ENSG00000288841	chr9	131432759	131446473	+	protein_coding	ENSG00000288841
SNORD62A	chr9	131485665	131485750	+	snoRNA	ENSG00000235284
SNORD62B	chr9	131490486	131490571	+	snoRNA	ENSG00000231587
ENSG00000176868	chr9	131500191	131497479	-	lncRNA	ENSG00000176868
POMT1	chr9	131502789	131523806	+	protein_coding	ENSG00000130714
ENSG00000230289	chr9	131522229	131516558	-	lncRNA	ENSG00000230289
UCK1	chr9	131531264	131523801	-	protein_coding	ENSG00000130717
PRRT1B	chr9	131545523	131559815	+	protein_coding	ENSG00000283526
RAPGEF1	chr9	131740076	131576770	-	protein_coding	ENSG00000107263
RN7SL328P	chr9	131725467	131725168	-	misc_RNA	ENSG00000240853
ENSG00000303508	chr9	131735574	131734862	-	lncRNA	ENSG00000303508
EIF4A1P3	chr9	131782813	131782570	-	processed_pseudogene	ENSG00000231018
ENSG00000212395	chr9	131782958	131782860	-	snoRNA	ENSG00000212395
ENSG00000302199	chr9	131807539	131800804	-	lncRNA	ENSG00000302199
ENSG00000236687	chr9	131816192	131821276	+	lncRNA	ENSG00000236687
MED27	chr9	132079867	131852928	-	protein_coding	ENSG00000160563
ENSG00000300382	chr9	132098876	132098183	-	lncRNA	ENSG00000300382
ENSG00000307955	chr9	132126793	132125713	-	lncRNA	ENSG00000307955
NTNG2	chr9	132162058	132244526	+	protein_coding	ENSG00000196358
ENSG00000295851	chr9	132214289	132202623	-	lncRNA	ENSG00000295851
SETX	chr9	132354986	132261356	-	protein_coding	ENSG00000107290
ENSG00000303195	chr9	132355243	132375527	+	lncRNA	ENSG00000303195
ENSG00000303215	chr9	132356293	132355341	-	lncRNA	ENSG00000303215
TTF1	chr9	132406851	132375548	-	protein_coding	ENSG00000125482
CFAP77	chr9	132410043	132573319	+	protein_coding	ENSG00000188523
RNU5D-2P	chr9	132421641	132421690	+	snRNA	ENSG00000252521
ENSG00000303739	chr9	132531805	132525392	-	lncRNA	ENSG00000303739
BARHL1	chr9	132582606	132590252	+	protein_coding	ENSG00000125492
DDX31	chr9	132670401	132592997	-	protein_coding	ENSG00000125485
GTF3C4	chr9	132670035	132694953	+	protein_coding	ENSG00000125484
AK8	chr9	132878777	132725578	-	protein_coding	ENSG00000165695
ENSG00000224992	chr9	132770212	132768965	-	lncRNA	ENSG00000224992
ENSG00000310322	chr9	132769145	132769785	+	lncRNA	ENSG00000310322
SPACA9	chr9	132878027	132890201	+	protein_coding	ENSG00000165698
TSC1	chr9	132946874	132891348	-	protein_coding	ENSG00000165699
GFI1B	chr9	132944000	132991687	+	protein_coding	ENSG00000165702
MIR548AW	chr9	132945707	132945771	+	miRNA	ENSG00000263816
ENSG00000234907	chr9	132962511	132962667	+	processed_pseudogene	ENSG00000234907
RNU7-21P	chr9	132963732	132963793	+	snRNA	ENSG00000238558
ENSG00000307636	chr9	132994719	132997828	+	lncRNA	ENSG00000307636
ENSG00000305661	chr9	133023544	133008241	-	lncRNA	ENSG00000305661
EEF1A1P5	chr9	133019486	133020874	+	processed_pseudogene	ENSG00000196205
ENSG00000288989	chr9	133030511	133028145	-	lncRNA	ENSG00000288989
GTF3C5	chr9	133030675	133058503	+	protein_coding	ENSG00000148308
MIR6877	chr9	133051996	133052059	+	miRNA	ENSG00000273932
ENSG00000296375	chr9	133061427	133061799	+	lncRNA	ENSG00000296375
CEL	chr9	133061981	133071861	+	protein_coding	ENSG00000170835
ENSG00000290769	chr9	133079900	133087355	+	lncRNA	ENSG00000290769
CELP	chr9	133082561	133087253	+	transcribed_unprocessed_pseudogene	ENSG00000170827
RALGDS	chr9	133149334	133097720	-	protein_coding	ENSG00000160271
ENSG00000285245	chr9	133163914	133098121	-	protein_coding	ENSG00000285245
ENSG00000298803	chr9	133139983	133145443	+	lncRNA	ENSG00000298803
GBGT1	chr9	133163933	133152948	-	protein_coding	ENSG00000148288
OBP2B	chr9	133209250	133205277	-	protein_coding	ENSG00000171102
LCN1P1	chr9	133228591	133224905	-	unprocessed_pseudogene	ENSG00000119440
ABO	chr9	133276024	133233278	-	protein_coding	ENSG00000175164
Y_RNA	chr9	133302470	133302563	+	misc_RNA	ENSG00000201843
LCN1P2	chr9	133317794	133318469	+	unprocessed_pseudogene	ENSG00000204031
SURF6	chr9	133336188	133328776	-	protein_coding	ENSG00000148296
Y_RNA	chr9	133337824	133337728	-	misc_RNA	ENSG00000201451
MED22	chr9	133348131	133338312	-	protein_coding	ENSG00000148297
RPL21P81	chr9	133338990	133339465	+	processed_pseudogene	ENSG00000230064
RPL7A	chr9	133348218	133351426	+	protein_coding	ENSG00000148303
SNORD24	chr9	133349396	133349470	+	snoRNA	ENSG00000206611
SNORD36B	chr9	133350095	133350168	+	snoRNA	ENSG00000200831
SNORD36A	chr9	133350456	133350528	+	snoRNA	ENSG00000199744
SNORD36C	chr9	133350847	133350912	+	snoRNA	ENSG00000252542
SURF1	chr9	133356676	133351758	-	protein_coding	ENSG00000148290
SURF2	chr9	133356550	133361158	+	protein_coding	ENSG00000148291
SURF4	chr9	133376166	133361450	-	protein_coding	ENSG00000148248
STKLD1	chr9	133376366	133406096	+	protein_coding	ENSG00000198870
REXO4	chr9	133418096	133406059	-	protein_coding	ENSG00000148300
ADAMTS13	chr9	133414358	133459402	+	protein_coding	ENSG00000160323
CACFD1	chr9	133459965	133470848	+	protein_coding	ENSG00000160325
SLC2A6	chr9	133479127	133471094	-	protein_coding	ENSG00000160326
ENSG00000296035	chr9	133491203	133501145	+	lncRNA	ENSG00000296035
MYMK	chr9	133528612	133514586	-	protein_coding	ENSG00000187616
ADAMTSL2	chr9	133532164	133575519	+	protein_coding	ENSG00000197859
FAM163B	chr9	133609389	133577081	-	protein_coding	ENSG00000196990
ENSG00000303903	chr9	133602399	133598434	-	lncRNA	ENSG00000303903
ENSG00000261018	chr9	133633099	133611798	-	lncRNA	ENSG00000261018
DBH	chr9	133636363	133659329	+	protein_coding	ENSG00000123454
DBH-AS1	chr9	133657313	133654586	-	lncRNA	ENSG00000225756
SARDH	chr9	133739955	133663560	-	protein_coding	ENSG00000123453
VAV2	chr9	133992604	133761894	-	protein_coding	ENSG00000160293
ENSG00000302189	chr9	133992920	133994969	+	lncRNA	ENSG00000302189
ENSG00000306694	chr9	134025046	134000619	-	lncRNA	ENSG00000306694
BRD3OS	chr9	134025481	134034666	+	protein_coding	ENSG00000235106
BRD3	chr9	134068535	134030305	-	protein_coding	ENSG00000169925
ENSG00000235138	chr9	134054290	134058805	+	lncRNA	ENSG00000235138
ARF4P1	chr9	134078904	134079444	+	processed_pseudogene	ENSG00000271525
WDR5-DT	chr9	134135772	134131446	-	lncRNA	ENSG00000273249
WDR5	chr9	134135365	134159968	+	protein_coding	ENSG00000196363
ENSG00000295288	chr9	134172673	134146719	-	lncRNA	ENSG00000295288
RNU6ATAC	chr9	134164564	134164439	-	snRNA	ENSG00000221676
ENSG00000295241	chr9	134164832	134206394	+	lncRNA	ENSG00000295241
ENSG00000295355	chr9	134164991	134167013	+	lncRNA	ENSG00000295355
ENSG00000273473	chr9	134168769	134169340	+	lncRNA	ENSG00000273473
ENSG00000295264	chr9	134217919	134185834	-	lncRNA	ENSG00000295264
ENSG00000289220	chr9	134216220	134220328	+	lncRNA	ENSG00000289220
ENSG00000295308	chr9	134227776	134218162	-	lncRNA	ENSG00000295308
ENSG00000299910	chr9	134267835	134251289	-	lncRNA	ENSG00000299910
ENSG00000299928	chr9	134266275	134272629	+	lncRNA	ENSG00000299928
ENSG00000301231	chr9	134288035	134286340	-	lncRNA	ENSG00000301231
LINC02247	chr9	134295710	134293878	-	lncRNA	ENSG00000223729
ENSG00000279929	chr9	134298463	134300413	+	TEC	ENSG00000279929
RXRA	chr9	134317098	134440585	+	protein_coding	ENSG00000186350
MIR4669	chr9	134379411	134379472	+	miRNA	ENSG00000263897
ENSG00000228877	chr9	134442247	134545517	+	lncRNA	ENSG00000228877
ENSG00000297129	chr9	134531509	134530351	-	lncRNA	ENSG00000297129
ENSG00000227150	chr9	134552196	134553927	+	lncRNA	ENSG00000227150
ENSG00000306512	chr9	134629653	134627828	-	lncRNA	ENSG00000306512
COL5A1	chr9	134641803	134844843	+	protein_coding	ENSG00000130635
COL5A1-AS1	chr9	134653073	134649385	-	lncRNA	ENSG00000204011
ENSG00000286502	chr9	134775671	134770651	-	lncRNA	ENSG00000286502
MIR3689C	chr9	134849369	134849298	-	miRNA	ENSG00000264744
MIR3689A	chr9	134849564	134849487	-	miRNA	ENSG00000265872
MIR3689D1	chr9	134849682	134849609	-	miRNA	ENSG00000265848
MIR3689B	chr9	134850272	134850125	-	miRNA	ENSG00000264163
MIR3689D2	chr9	134850356	134850277	-	miRNA	ENSG00000264136
MIR3689E	chr9	134850641	134850570	-	miRNA	ENSG00000266827
MIR3689F	chr9	134850807	134850742	-	miRNA	ENSG00000266514
ENSG00000308035	chr9	134864114	134868947	+	lncRNA	ENSG00000308035
ENSG00000232355	chr9	134868236	134868475	+	transcribed_unprocessed_pseudogene	ENSG00000232355
FCN2	chr9	134880810	134887523	+	protein_coding	ENSG00000160339
FCN1	chr9	134917912	134903232	-	protein_coding	ENSG00000085265
ENSG00000236403	chr9	134928313	134943431	+	lncRNA	ENSG00000236403
ENSG00000298953	chr9	134944744	134948596	+	lncRNA	ENSG00000298953
ENSG00000298967	chr9	134947411	134945504	-	lncRNA	ENSG00000298967
ENSG00000299681	chr9	134992440	134994046	+	lncRNA	ENSG00000299681
ENSG00000279935	chr9	134992958	134995854	+	TEC	ENSG00000279935
OLFM1	chr9	135075422	135121180	+	protein_coding	ENSG00000130558
ENSG00000307225	chr9	135130443	135135521	+	lncRNA	ENSG00000307225
ENSG00000227958	chr9	135237681	135204722	-	lncRNA	ENSG00000227958
ENSG00000233936	chr9	135252708	135245696	-	lncRNA	ENSG00000233936
ENSG00000303496	chr9	135277859	135268076	-	lncRNA	ENSG00000303496
LINC02907	chr9	135343249	135346562	+	lncRNA	ENSG00000178243
ENSG00000309826	chr9	135354323	135350523	-	lncRNA	ENSG00000309826
ENSG00000235572	chr9	135352659	135354285	+	lncRNA	ENSG00000235572
ENSG00000296740	chr9	135372812	135370237	-	lncRNA	ENSG00000296740
ENSG00000296725	chr9	135371030	135374884	+	lncRNA	ENSG00000296725
ENSG00000298217	chr9	135400285	135411512	+	lncRNA	ENSG00000298217
PPP1R26-AS1	chr9	135480777	135417086	-	lncRNA	ENSG00000225361
SOCS5P2	chr9	135447446	135450154	+	processed_pseudogene	ENSG00000224682
ENSG00000299651	chr9	135471736	135473592	+	lncRNA	ENSG00000299651
PPP1R26	chr9	135479079	135488893	+	protein_coding	ENSG00000196422
PIERCE1	chr9	135501734	135495181	-	protein_coding	ENSG00000160345
MRPS2	chr9	135499984	135504673	+	protein_coding	ENSG00000122140
ENSG00000226706	chr9	135506447	135503273	-	lncRNA	ENSG00000226706
ENSG00000298424	chr9	135512618	135508168	-	lncRNA	ENSG00000298424
LCN1	chr9	135521438	135526540	+	protein_coding	ENSG00000160349
ENSG00000296759	chr9	135528466	135529167	+	lncRNA	ENSG00000296759
OBP2A	chr9	135546126	135549969	+	protein_coding	ENSG00000122136
PAEP	chr9	135561756	135566955	+	protein_coding	ENSG00000122133
LINC01502	chr9	135574935	135587112	+	lncRNA	ENSG00000237339
